context_length,depth,total_token,top_k,config_label,mode,model,eagle_model,prompt,num_tokens,num_steps,wall_ms,tok_per_sec,mean_accepted_per_step,acceptance_rate,mean_verify_ms,verify_fraction
4096,8,55,8,b=8 d=8 tt=55,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,17347.7,7.4,1.0,0.0182,57.212,0.4254
4096,8,55,8,b=8 d=8 tt=55,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,17352.0,7.4,1.0,0.0182,57.186,0.4251
4096,8,55,8,b=8 d=8 tt=55,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,17448.3,7.4,1.0,0.0182,57.388,0.4243
4096,8,55,8,b=8 d=8 tt=55,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,17351.2,7.4,1.0,0.0182,56.919,0.4232
4096,8,55,8,b=8 d=8 tt=55,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,17333.9,7.4,1.0,0.0182,56.808,0.4228
4096,8,55,8,b=8 d=8 tt=55,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,17429.8,7.4,1.0,0.0182,56.902,0.4211
4096,16,110,8,b=8 d=16 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,28910.4,4.5,1.0,0.0091,99.529,0.4441
4096,16,110,8,b=8 d=16 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,28857.9,4.5,1.0,0.0091,99.222,0.4435
4096,16,110,8,b=8 d=16 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,28992.1,4.4,1.0,0.0091,99.377,0.4422
4096,16,110,8,b=8 d=16 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,25461.2,5.1,1.0,0.0091,72.34,0.3665
4096,16,110,8,b=8 d=16 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,25411.5,5.1,1.0,0.0091,72.185,0.3664
4096,16,110,8,b=8 d=16 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,25514.6,5.1,1.0,0.0091,72.229,0.3652
4096,8,110,16,b=16 d=8 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,23104.0,5.6,1.0,0.0091,99.631,0.5563
